sentence1,relation,relationscore,structure,structurescore
There is no kid playing guitar,No kid is playing guitar,3,"Playing guitar, no kid is.",4
A monkey is teasing a dog at the zoo,A dog is teasing a monkey at the zoo.,2,"At the zoo, a dog is being teased by a monkey.",4
There is no monkey pulling a dog's tail,There is no dog pulling a monkey's tail.,1,"Pulling a dog's tail, no monkey is.",1
A dog is pulling a monkey's tail,A monkey is pulling a dog's tail.,2,"Pulling a monkey's tail, a dog is.",5
A dog is being teased by a monkey at the zoo,A monkey is teasing a dog at the zoo,4,"At the zoo, a monkey is teasing a dog.",5
A dog is teasing a monkey at the zoo,A monkey is teasing a dog at the zoo.,1,"At the zoo, a monkey is being teased by a dog.",4
There is no person cutting some ginger,There is a person who is not cutting some ginger.,1,There is nobody cutting some ginger.,5
A band is playing some instruments,Some instruments are playing a band.,2,Some instruments are being played by a band.,3
Some instruments are being played by a band,A band is playing some instruments.,3,A band is playing some instruments.,5
There is no man mixing vegetables in a pot,A man is not mixing vegetables in a pot.,5,No man is mixing vegetables in a pot.,4
A person is not stirring vegetables in a pot,Vegetables in a pot are not being stirred by a person.,1,"Vegetables in a pot, a person is not stirring.",1
A person is stirring vegetables in a bowl,Vegetables are stirring in a bowl by a person.,5,Vegetables in a bowl are being stirred by a person.,5
A man is mixing vegetables in a pot,Vegetables are mixing in a pot by a man.,4,Vegetables in a pot are being mixed by a man.,4
A baby is toddling happily,Happily toddling is a baby.,4,Happily toddling is a baby.,4
A cat is walking on a hardwood floor,"On a hardwood floor, a cat is walking.",5,"On a hardwood floor, a cat is walking.",5
A baby is not crawling happily,"Not happily, a baby is crawling",1,Happily crawling is not a baby.,2
A child is walking down the street and a jeep is pulling up,A jeep is walking down the street and a child is pulling up.,2,A jeep is being pulled up as a child walks down the street.,3
A child is walking down the street and a jeep is not pulling up,"A jeep is pulling up, but a child is not walking down the street.",1,A jeep is not being pulled up as a child walks down the street.,2
A big cat is opening a drawer made of plastic with its paws and is jumping inside,A plastic drawer is opening with its paws and a big cat is jumping inside.,4,"Inside the drawer made of plastic, a big cat is jumping after opening it with its paws.",3
A man is cutting an onion,An onion is cutting a man.,1,An onion is being cut by a man.,4
A man is chopping an onion,An onion is chopping a man.,1,An onion is being chopped by a man.,4
There is no man cutting an onion,There is no onion cutting a man.,0,There is no onion being cut by a man.,1
A woman is painting a man's face,A man is painting a woman's face.,2,A man's face is being painted by a woman.,5
The woman is not putting makeup on the man,The man is not letting the woman put makeup on him.,0,The man's face is not being put makeup on by the woman.,5
The woman is putting makeup on the man,The man is putting makeup on the woman.,4,The man's face is being put makeup on by the woman.,5
A man is painting a woman's face,A woman is painting a man's face.,2,A woman's face is being painted by a man.,4
The man is talking on the telephone,The telephone is talking to the man.,0,The telephone is being talked on by the man.,3
The man is not talking on the phone,"The man is talking, but not on the phone.",2,"Not talking on the phone, the man is.",2
There is no man cutting onions,Someone other than a man is cutting onions.,2,"Cutting onions, no man is.",2
A man is not cutting an onion,The man is not cutting an onion.,5,"Not cutting an onion, a man is.",2
A door is being opened by a man,A man is opening the door.,5,A man is opening a door.,5
A woman is playing the violin,The violin is playing a woman.,1,"Playing the violin, a woman is.",4
The violin is being played by a woman,A woman is being played by the violin.,1,A woman is playing the violin.,5
A man is playing the piano,The piano is playing a man.,1,"Playing the piano, a man is.",4
The piano is being played by a man,A man is being played by the piano.,1,A man is playing the piano.,5
A man is fishing in the river,The river is fishing a man.,1,"Fishing in the river, a man is.",3
A man is singing and walking down the road,The road is walking a man who is singing.,1,"Walking down the road, a man is singing.",5
A man is singing and standing on the sidewalk,The sidewalk is standing a man who is singing.,1,"Standing on the sidewalk, a man is singing.",5
There is no man fishing in the river,There is a man fishing in the ocean.,1,"In the river, no man is fishing.",2
A woman is eating a piece of meat,A piece of meat is eating a woman.,1,"Eating a piece of meat, a woman is.",4
A man is loading a rifle with bullets,A rifle with bullets is loading a man.,1,"Loading a rifle with bullets, a man is.",4
A lemur is hanging on a cord,A cord is hanging on a lemur.,2,"Hanging on a cord, a lemur is.",2
The child is silent,Silent is the child,1,"Silent, the child is.",4
A baby is talking,Talking is a baby,1,"Talking, a baby is not.",2
A boy is saying a word,Saying a word is a boy,1,"A word, a boy is saying.",4
Some sticky goo is being pulled out of a bowl by a woman,A woman is pulling some sticky goo out of a bowl.,5,A woman is pulling some sticky goo out of a bowl.,5
A tiger is walking around,Walking around is a tiger.,5,"Around, a tiger is walking.",5
A tiger is strolling around,Strolling around is a tiger.,5,"Around, a tiger is strolling.",5
A tiger cub is roaring,Roaring is not being done by a tiger cub.,2,"Roaring, a tiger cub is.",4
Someone is playing with a toad,A toad is playing with someone.,2,A toad is being played with by someone.,5
The person is riding the horse,The horse is riding the person.,1,The horse is being ridden by the person.,5
Sign language is being used by a young girl,A young girl is using sign language,4,A young girl is communicating with sign language.,4
A man is jumping rope in a field,"In a field, a man is jumping rope",4,"In a field, a man is jumping rope.",4
A woman is not slicing a cucumber,A cucumber is not being sliced by a woman,2,A cucumber is not being sliced by a woman.,5
A man is jumping rope outside,"Outside, a man is jumping rope",4,"Outside, a man is jumping rope.",5
A wind instrument is being played by a girl,A girl is playing a wind instrument.,3,A girl is playing a wind instrument.,5
A girl is playing a flute,A flute is playing a girl,0,The flute is being played by a girl.,5
A keyboard is being played by a person,A person is being played by a keyboard,0,A person is playing a keyboard.,5
A person is playing a keyboard,A keyboard is playing a person,0,The person is playing a keyboard.,5
Someone is playing piano,Piano is playing someone,0,Piano is being played by someone.,5
A man is jumping into a pool,A pool is jumping into a man,0,A man is not jumping into the pool.,4
A woman is diving into a pool,A pool is diving into a woman,0,A pool is being dived into by a woman.,4
The man is seasoning the sausages,The sausages are seasoning the man,0,The sausages are being seasoned by the man.,5
A flute is being played by a man,A man is playing a flute.,5,A man is playing the flute.,5
There is no man playing the guitar,A man is playing the guitar,1,"Playing the guitar, there is no man.",3
The guitar is being played by a man,A man is playing the guitar,3,A man is playing the guitar.,5
The drums are being played by a man,A man is playing the drums,2,The man is playing the drums.,2
A man is removing some food from a box,Some food is being removed from a box by a man,4,Some food is being removed from a box by a man.,5
The man is not putting chicken into the container,The man is putting something other than chicken into the container,1,"Chicken into the container, the man is not putting.",2
The man is putting chicken into the container,The man is putting something into the container,2,The man is putting chicken into the container.,5
Eggs are being cracked into a bowl by a woman,A woman is cracking eggs into a bowl,4,A woman is cracking eggs into a bowl.,4
A woman is placing skewers onto a rack,Skewers are being placed onto a rack by a woman,3,Skewers are being placed onto a rack by a woman.,5
A woman is cracking eggs into a bowl,A woman is breaking eggs into a bowl,1,"Into a bowl, eggs are being cracked by a woman.",4
A woman is taking eggs out of a bowl,A woman is removing eggs from a bowl,3,The woman is taking eggs out of a bowl.,4
A baby is not playing a guitar,Playing a guitar is not a baby,1,"Playing a guitar, a baby is not.",4
The little boy is singing and playing the guitar,"Singing and playing the guitar, the little boy is",5,"Singing and playing the guitar, the little boy is.",5
A person is passionately playing a guitar in front of an audience,Passionately playing a guitar in front of an audience is a person,5,"In front of an audience, a person is passionately playing a guitar.",5
